name,source_url,image_url,gender,hair_color,hair_style,eye_style,face_shape,expression,skin_tone,beard,body_type,age_vibe,cute_level,cool_level,dark_level,funny_level,power_level,match_tags,match_note,species,hair_length,eye_size,hero_level,evil_level,energy_level,confidence_level
Miss Mother's Day,https://onepiece.fandom.com/wiki/Miss_Mother%27s_Day,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,female,unknown,unknown,unknown,unknown,unknown,unknown,none,unknown,unknown,0,0,0,0,0,,비주얼 정보가 없습니다.,human,unknown,unknown,0,0,0,0
Miss Tuesday,https://onepiece.fandom.com/wiki/Miss_Tuesday,https://static.wikia.nocookie.net/onepiece/images/5/50/Miss_Tuesday_Infobox.png/revision/latest?cb=20230423210340,female,unknown,unknown,unknown,unknown,confident,unknown,none,slim,young,5,7,3,2,6,"confident, stylish, young",강한 자신감을 느낀다.,human,unknown,unknown,4,1,6,8
Mr. 108,https://onepiece.fandom.com/wiki/Mr._108,https://static.wikia.nocookie.net/onepiece/images/e/e6/Mr._108_Infobox.png/revision/latest?cb=20240711225906,male,blue,spiky,wide,angular,angry,dark,none,muscular,adult,2,7,5,3,8,"muscular,angry,blue hair",강렬한 인상입니다.,human,short,large,6,2,9,8
Tsumonsieur Kamaya,https://onepiece.fandom.com/wiki/Tsumonsieur_Kamaya,https://static.wikia.nocookie.net/onepiece/images/7/70/Tsumonsieur_Kamaya_Anime_Infobox.png/revision/latest?cb=20241101175317,male,pink,curly,round,angular,serious,light,none,tall,adult,2,8,6,1,7,"stylish, mysterious, confident",강렬한 인상을 주는 캐릭터입니다.,human,medium,medium,5,4,6,9
Miss Thursday,https://onepiece.fandom.com/wiki/Miss_Thursday,https://static.wikia.nocookie.net/onepiece/images/6/68/Miss_Thursday_Infobox.png/revision/latest?cb=20260317132825,female,green,curly,round,round,playful,light,none,curvy,adult,5,4,1,7,3,"playful, colorful, sporty",재미있고 독특한 스타일입니다.,human,short,medium,2,1,6,5
Rob Lucci,https://onepiece.fandom.com/wiki/Rob_Lucci,https://static.wikia.nocookie.net/onepiece/images/d/d7/Rob_Lucci_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20230102052113,male,black,long,sharp,angular,serious,light,light stubble,muscular,adult,2,8,6,1,9,"anime,male,serious,stylish",강렬한 분위기를 가지고 있습니다.,human,medium,medium,3,7,8,9
CP8,https://onepiece.fandom.com/wiki/CP8,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,0,0,0,0,0,,비주얼이 보이지 않습니다.,,,,0,0,0,0
Who's-Who,https://onepiece.fandom.com/wiki/Who%27s-Who,https://static.wikia.nocookie.net/onepiece/images/9/94/Who%27s-Who_Anime_Infobox.png/revision/latest?cb=20211201215156,male,pink,spiky,angry,square,angry,light,none,muscular,adult,2,8,5,3,9,"anime,muscular,angry,unique",강렬한 인상을 주는 캐릭터입니다.,human,medium,medium,4,6,7,8
Mr. 11,https://onepiece.fandom.com/wiki/Mr._11,https://static.wikia.nocookie.net/onepiece/images/0/09/Mr._11_Anime_Infobox.png/revision/latest?cb=20170426145410,male,brown,curly,narrow,angular,serious,light,none,slim,adult,2,6,5,1,4,"serious, villain, stylish",강렬한 인상을 주는 캐릭터입니다.,human,medium,small,2,3,5,7
Assassin,https://onepiece.fandom.com/wiki/Assassin,https://static.wikia.nocookie.net/onepiece/images/6/69/Assassin.png/revision/latest?cb=20140216150722,male,black,long,narrow,square,confident,light,goatee,muscular,adult,2,8,6,3,9,"muscular, confident, villain, anime",강력한 느낌의 캐릭터입니다.,human,long,medium,4,5,7,9
Miss Father's Day,https://onepiece.fandom.com/wiki/Miss_Father%27s_Day,https://static.wikia.nocookie.net/onepiece/images/6/6c/Miss_Father%27s_Day_Anime_Infobox.png/revision/latest?cb=20221128165323,female,blonde,long,sharp,oval,playful,light,none,slim,young,7,5,2,8,4,"playful, colorful, quirky, fun",재미있는 비주얼 느낌이에요.,human,medium,medium,3,1,9,6
Kalifa,https://onepiece.fandom.com/wiki/Kalifa,https://static.wikia.nocookie.net/onepiece/images/b/b3/Kalifa_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20240915021516,female,blonde,straight,round,oval,confident,light,none,slim,young adult,4,7,3,2,6,"elegant, confident, stylish",매력적인 모습입니다.,human,long,medium,3,5,6,8
Whisky Peak,https://onepiece.fandom.com/wiki/Whisky_Peak,https://static.wikia.nocookie.net/onepiece/images/6/6c/Whisky_Peak_Infobox.png/revision/latest?cb=20240721131258,male,black,spiky,sharp,angular,confident,light,none,slim,young,3,8,2,1,7,"anime,male,confident,spiky hair",강한 자신감을 가진 캐릭터입니다.,human,short,medium,5,1,6,9
Whisky Business,https://onepiece.fandom.com/wiki/Whisky_Business,https://static.wikia.nocookie.net/onepiece/images/e/e4/Whisky_Business.png/revision/latest?cb=20260310155019,male,white,curly,empty,skull,neutral,bone,none,slim,ageless,2,7,8,5,6,"skeleton, pirate, whimsical, dark",독특한 매력을 가진 캐릭터입니다.,skeleton,medium,small,3,4,5,6
Miss Saturday,https://onepiece.fandom.com/wiki/Miss_Saturday,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,female,black,long,large,oval,smiling,light,none,slim,young,7,5,2,3,6,"anime,female,character",매력적인 캐릭터입니다.,human,long,big,4,1,8,7
Spandam,https://onepiece.fandom.com/wiki/Spandam,https://static.wikia.nocookie.net/onepiece/images/e/e7/Spandam_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20230913231907,male,purple,wavy,round,oval,smirking,light,none,slim,middle-aged,2,4,5,6,3,"anime, villain, smug",악당 같은 느낌입니다.,human,medium,medium,1,7,5,6
Mr. Shimizu,https://onepiece.fandom.com/wiki/Mr._Shimizu,https://static.wikia.nocookie.net/onepiece/images/2/25/Mr._Shimizu_Manga_Infobox.png/revision/latest?cb=20250130012848,male,black,messy,narrow,oval,smirk,light,stubble,average,adult,3,5,2,4,3,"smirk, stubble, average build, messy hair",재미있는 표정입니다.,human,short,small,2,1,5,6
Galdino,https://onepiece.fandom.com/wiki/Galdino,https://static.wikia.nocookie.net/onepiece/images/1/13/Galdino_Anime_Infobox.png/revision/latest?cb=20221003165116,male,black,spiky,round,long,serious,light,none,slim,adult,2,5,3,1,4,"serious, stylish, unique",독특한 스타일의 캐릭터입니다.,human,short,medium,2,3,5,6
Yamamoto Luffy,https://onepiece.fandom.com/wiki/Yamamoto_Luffy,https://static.wikia.nocookie.net/onepiece/images/3/36/Yamamoto_Luffy_Anime_Infobox.png/revision/latest?cb=20250402203153,female,black,straight,round,round,surprised,light,none,slim,teen,8,3,1,4,2,"anime,cute,teen",귀엽고 놀란 표정입니다.,human,short,large,2,1,5,4
One Piece Luffy's,https://onepiece.fandom.com/wiki/One_Piece_Luffy%27s,https://static.wikia.nocookie.net/onepiece/images/d/d3/One_Piece_Luffy%27s.png/revision/latest?cb=20250317030602,male,black,messy,round,round,smiling,light,none,slim,young,8,5,1,7,6,"anime, pirate, cheerful",밝고 활기찬 느낌입니다.,human,short,large,9,1,8,7
Going Luffy-senpai,https://onepiece.fandom.com/wiki/Going_Luffy-senpai,https://static.wikia.nocookie.net/onepiece/images/b/ba/Going_Luffy-senpai_Infobox.png/revision/latest?cb=20240731210143,male,black,messy,round,oval,cheerful,light,none,slim,young,8,5,1,7,6,"anime, cheerful, young, funny",귀엽고 에너지가 넘친다.,human,short,large,7,1,9,8
Luffy's Great Adventure,https://onepiece.fandom.com/wiki/Luffy%27s_Great_Adventure,https://static.wikia.nocookie.net/onepiece/images/b/b5/Luffy%27s_Great_Adventure.png/revision/latest?cb=20221004021930,male,black,messy,round,round,happy,light,none,slim,young,8,5,1,7,6,"anime, adventure, pirate, cheerful",귀여운 모험가의 모습입니다.,human,short,large,9,1,8,7
Bartolomeo,https://onepiece.fandom.com/wiki/Bartolomeo,https://static.wikia.nocookie.net/onepiece/images/e/eb/Bartolomeo_Anime_Infobox.png/revision/latest?cb=20221027202808,male,green,spiky,sharp,angular,smirking,light,none,muscular,young adult,3,7,2,5,8,"anime, pirate, colorful, bold",강렬한 캐릭터의 느낌입니다.,human,short,medium,4,3,9,8
Jigoro,https://onepiece.fandom.com/wiki/Jigoro,https://static.wikia.nocookie.net/onepiece/images/0/08/Jigoro_Anime_Infobox.png/revision/latest?cb=20130905023845,male,black,long,angry,angular,menacing,light,none,muscular,adult,1,6,8,2,9,"anime,male,angry,muscular",강력한 느낌의 캐릭터입니다.,human,long,medium,3,7,8,9
Eyes of Zoro,https://onepiece.fandom.com/wiki/Eyes_of_Zoro,https://static.wikia.nocookie.net/onepiece/images/8/80/Eyes_of_ZORO.png/revision/latest?cb=20130525195900,male,green,spiky,sharp,angular,serious,light,none,muscular,young adult,2,9,5,3,10,"swordsman, determined, strong, adventurous",강력한 전사 같은 느낌입니다.,human,short,medium,8,1,9,10
Cocoa,https://onepiece.fandom.com/wiki/Cocoa,https://static.wikia.nocookie.net/onepiece/images/6/67/Cocoa_Anime_Infobox.png/revision/latest?cb=20130129015814,female,black,straight,narrow,angular,serious,light,none,average,adult,2,4,6,1,5,"serious, angular, dark",강렬한 인상을 줍니다.,human,short,small,2,3,4,6
Soran,https://onepiece.fandom.com/wiki/Soran,https://static.wikia.nocookie.net/onepiece/images/2/2a/Soran_Anime_Infobox.png/revision/latest?cb=20130316225136,male,blonde,straight,round,round,neutral,light,none,slim,child,8,2,1,3,1,"child,anime,innocent",귀여운 어린이 같은 모습입니다.,human,medium,large,2,1,4,3
Anime Bonus Corner,https://onepiece.fandom.com/wiki/Anime_Bonus_Corner,https://static.wikia.nocookie.net/onepiece/images/4/4a/Tell_Me%2C_Robin%21_Chopper%27s_I-Wanna-Learn-More-You-Fool%21%21_Hosts.png/revision/latest?cb=20240121184738,female,black,wavy,large,oval,smiling,light,none,slim,young,7,5,1,3,4,"anime,female,smiling,casual",귀여운 캐릭터입니다.,human,long,big,6,1,5,6
Chopper (One Piece in Love),https://onepiece.fandom.com/wiki/Chopper_(One_Piece_in_Love),https://static.wikia.nocookie.net/onepiece/images/c/cd/Chopper_%28One_Piece_in_Love%29_Manga_Infobox.png/revision/latest?cb=20250322211230,male,white,fur,round,oval,happy,light,none,slim,young,8,3,1,6,2,"cute,reindeer,anime",귀여운 느낌의 캐릭터입니다.,reindeer,short,medium,5,1,7,4
Hito Hito no Mi,https://onepiece.fandom.com/wiki/Hito_Hito_no_Mi,https://static.wikia.nocookie.net/onepiece/images/3/38/Hito_Hito_no_Mi_Infobox.png/revision/latest?cb=20191228120250,unknown,,,,,,,,mushroom,unknown,7,3,0,5,2,"mushroom, cute, whimsical",귀엽고 기발한 느낌입니다.,mushroom,,,1,0,4,3
Chopperman: Go Go! Everyone's Chopper-sensei,https://onepiece.fandom.com/wiki/Chopperman:_Go_Go!_Everyone%27s_Chopper-sensei,https://static.wikia.nocookie.net/onepiece/images/e/ea/Chopperman_Go_Go%21_Everyone%27s_Chopper-sensei.png/revision/latest?cb=20220224193132,male,pink,hat,round,round,happy,light,none,small,young,9,3,1,8,5,"cute, funny, hero, animal",귀엽고 유쾌한 캐릭터입니다.,reindeer,short,large,7,1,8,6
Chopper's Big Adventure,https://onepiece.fandom.com/wiki/Chopper%27s_Big_Adventure,https://static.wikia.nocookie.net/onepiece/images/d/d8/Chopper%27s_Big_Adventure.png/revision/latest?cb=20181011140941,male,brown,short,round,round,happy,light,none,small,young,10,2,0,8,3,"cute, funny, adventurous",귀엽고 유쾌한 캐릭터입니다.,reindeer,short,large,5,0,7,6
Chopper Man (Straw Hat Theater),https://onepiece.fandom.com/wiki/Chopper_Man_(Straw_Hat_Theater),https://static.wikia.nocookie.net/onepiece/images/1/1e/Chopper_Man_%28Straw_Hat_Theater%29.png/revision/latest?cb=20220225212900,male,light brown,spiky,round,round,cheerful,light,none,small,young,9,3,1,8,5,"cute, cheerful, small, hero",귀여운 캐릭터입니다.,reindeer,short,large,7,1,8,6
Chopper Man Show,https://onepiece.fandom.com/wiki/Chopper_Man_Show,https://static.wikia.nocookie.net/onepiece/images/7/7a/Chopper_Man_Show_Infobox.png/revision/latest?cb=20210225030435,male,pink,hat,round,round,happy,light,none,small,young,10,2,1,8,5,"cute, funny, hero, anime",귀여운 캐릭터입니다.,reindeer,short,large,7,1,9,6
One Piece Chopper Premium Figure,https://onepiece.fandom.com/wiki/One_Piece_Chopper_Premium_Figure,https://static.wikia.nocookie.net/onepiece/images/a/a6/Chopper_Premium_Season_Valentine_2012.png/revision/latest?cb=20150828222214,male,pink,hat,round,round,playful,light,none,small,young,10,2,0,8,3,"anime,cute,reindeer,funny",귀엽고 장난스러운 캐릭터입니다.,reindeer,short,large,5,0,7,4
Take Off! Chopper Robo,https://onepiece.fandom.com/wiki/Take_Off!_Chopper_Robo,https://static.wikia.nocookie.net/onepiece/images/d/d7/ChopperRobo-box.png/revision/latest?cb=20130126075831,male,pink,hat,round,round,happy,light,none,small,young,9,3,1,7,5,"cute,robot,animal,hero",귀여운 로봇 캐릭터입니다.,animal,short,large,6,1,8,4
Chopperman Go Go! Everyone's Chopper-sensei,https://onepiece.fandom.com/wiki/Chopperman_Go_Go!_Everyone%27s_Chopper-sensei,https://static.wikia.nocookie.net/onepiece/images/e/ea/Chopperman_Go_Go%21_Everyone%27s_Chopper-sensei.png/revision/latest?cb=20220224193132,male,pink,short,round,round,happy,light,none,small,young,10,2,0,8,5,"cute, funny, hero, anime",귀여운 캐릭터입니다.,reindeer,short,large,7,0,9,6
"One Piece Chopper ""Model Pirate"" Figure",https://onepiece.fandom.com/wiki/One_Piece_Chopper_%22Model_Pirate%22_Figure,https://static.wikia.nocookie.net/onepiece/images/6/6b/Chopper_Model_Pirate.png/revision/latest?cb=20150828221905,male,brown,short,round,round,playful,light,none,small,young,9,5,1,8,6,"anime, cute, playful, character",귀엽고 장난스러운 느낌입니다.,reindeer,short,large,7,1,8,6
One Piece Big Chopper Figure,https://onepiece.fandom.com/wiki/One_Piece_Big_Chopper_Figure,https://static.wikia.nocookie.net/onepiece/images/2/29/One_Piece_Big_Chopper_Figure.png/revision/latest?cb=20150828223550,male,pink,hat,round,round,neutral,light,none,small,young,8,2,0,5,3,"cute, animal, character",귀여운 캐릭터입니다.,animal,short,large,4,1,6,5
Chopper XMAS Plush,https://onepiece.fandom.com/wiki/Chopper_XMAS_Plush,https://static.wikia.nocookie.net/onepiece/images/c/c9/Chopper_Plushie.png/revision/latest?cb=20070601161755,male,brown,none,round,round,happy,light,none,plush,young,10,2,0,5,1,"plush, cute, festive, reindeer",귀여운 크리스마스 느낌이에요.,reindeer,none,large,3,0,6,4
Luffy and Chopper's Secret Adventure,https://onepiece.fandom.com/wiki/Luffy_and_Chopper%27s_Secret_Adventure,https://static.wikia.nocookie.net/onepiece/images/b/b7/One_Piece_Picture_Book_Cover_10.png/revision/latest?cb=20221003200953,male,black,spiky,round,round,happy,light,none,childish,young,8,4,1,7,5,"anime, adventure, cute, playful",귀여운 모험가의 모습입니다.,human,short,large,6,1,9,7
Dr. Chopper's Adventure Checkup - Good Friends at a Crossroad -,https://onepiece.fandom.com/wiki/Dr._Chopper%27s_Adventure_Checkup_-_Good_Friends_at_a_Crossroad_-,https://static.wikia.nocookie.net/onepiece/images/f/ff/Dr._Chopper%27s_Adventure_Checkup_-_Good_Friends_at_a_Crossroad_-.png/revision/latest?cb=20250622160628,male,brown,spiky,round,round,cheerful,light,none,small,young,8,3,1,7,4,"cute, cheerful, animal, young",귀엽고 활기찬 느낌입니다.,reindeer,short,large,6,1,7,5
Dr. Chopper's Adventure Checkup - The Proud Dream of the Giants -,https://onepiece.fandom.com/wiki/Dr._Chopper%27s_Adventure_Checkup_-_The_Proud_Dream_of_the_Giants_-,https://static.wikia.nocookie.net/onepiece/images/1/11/Dr._Chopper%27s_Adventure_Checkup_-_The_Proud_Dream_of_the_Giants_-.png/revision/latest?cb=20250831205126,male,brown,spiky,round,round,cheerful,light,none,small,young,8,2,1,7,3,"cute, cheerful, animal, adventure",귀엽고 활기찬 캐릭터입니다.,reindeer,short,large,5,1,6,4
One Piece Chopper Display Figure,https://onepiece.fandom.com/wiki/One_Piece_Chopper_Display_Figure,https://static.wikia.nocookie.net/onepiece/images/3/3e/Chopper_Display_Figures.png/revision/latest?cb=20150828221448,male,brown,short,round,round,varied,light,none,small,young,9,4,1,8,5,"anime, cute, character, figure",귀엽고 다채로운 캐릭터입니다.,reindeer,short,large,6,1,7,5
Watchdog Unit of the Law,https://onepiece.fandom.com/wiki/Watchdog_Unit_of_the_Law,https://static.wikia.nocookie.net/onepiece/images/5/54/Watchdog_Unit_of_the_Law_Infobox.png/revision/latest?cb=20240624222448,male,black,long,sharp,angular,serious,light,none,muscular,adult,2,8,5,1,9,"warrior, law, strong, serious",강력한 전사 같은 느낌입니다.,human,medium,medium,7,3,8,9
One Piece novel Law,https://onepiece.fandom.com/wiki/One_Piece_novel_Law,https://static.wikia.nocookie.net/onepiece/images/1/15/One_Piece_novel_Law.png/revision/latest?cb=20200223205017,male,black,short,sharp,oval,serious,light,goatee,slim,young adult,3,8,7,2,9,"anime, pirate, serious, cool",강렬한 분위기를 가진 캐릭터입니다.,human,medium,medium,6,4,5,8
One Piece novel A,https://onepiece.fandom.com/wiki/One_Piece_novel_A,https://static.wikia.nocookie.net/onepiece/images/a/a2/One_Piece_novel_A_vol._1.png/revision/latest?cb=20180608232804,female,orange,straight,large,oval,serious,light,none,slim,young,6,7,2,1,8,"anime, female, serious, orange hair",강한 인상을 주는 캐릭터입니다.,human,medium,big,7,1,8,9
Sabo,https://onepiece.fandom.com/wiki/Sabo,https://static.wikia.nocookie.net/onepiece/images/c/c2/Sabo_Anime_Infobox.png/revision/latest?cb=20230804035141,male,blonde,messy,round,oval,smiling,light,none,muscular,young,5,8,2,4,7,"anime, pirate, hero, cool",멋진 캐릭터입니다.,human,short,large,9,1,6,8
Didit,https://onepiece.fandom.com/wiki/Didit,https://static.wikia.nocookie.net/onepiece/images/7/79/Didit_Anime_Infobox.png/revision/latest?cb=20190703220715,female,blonde,curly,round,oval,smiling,light,none,slim,young adult,7,3,1,2,2,"anime,female,blonde,curly,smiling",귀여운 느낌이야.,human,medium,medium,1,0,5,6
Ryusoken,https://onepiece.fandom.com/wiki/Ryusoken,https://static.wikia.nocookie.net/onepiece/images/f/fb/Ryusoken_Infobox.png/revision/latest?cb=20150405225547,male,blue,none,narrow,angular,intense,blue,none,muscular,adult,2,8,7,1,9,"dragon, fierce, powerful",강력한 느낌의 캐릭터입니다.,dragon,none,medium,6,4,8,9
Jalmack,https://onepiece.fandom.com/wiki/Jalmack,https://static.wikia.nocookie.net/onepiece/images/6/65/Jalmack_Anime_Infobox.png/revision/latest?cb=20231111013331,male,black,topknot,narrow,angular,serious,light,none,large,adult,2,7,5,1,8,"serious, powerful, military",강력한 느낌의 캐릭터입니다.,human,short,medium,4,6,7,9
